chain,address,categories,entity,source,your_category
bitcoin_mainnet,3qjdfbvc6576mhqa8zj9pru79kn6ezjjuw,mining_pool,,external,miner
bitcoin_mainnet,bc1q648u3ryhqc0ty8eusgc78xmq9hf0rgqe7lnx80,mining_pool,,external,miner
bitcoin_mainnet,3dl7helsqqxrkkrhprlx7khdknxgpg7aud,mining_pool,,external,miner
bitcoin_mainnet,bc1qfuca5fqtzvhuac59sdr4lr7nprkpkukxahf5w9,mining_pool,,external,miner
bitcoin_mainnet,1ekqemeylopdw9tk9uqathmsvy6ktce24e,mining_pool,,heuristic,miner
bitcoin_mainnet,1bl2htpxtsakbcuc65fzvbzhs115x7veqc,mining_pool,,heuristic,miner
bitcoin_mainnet,12gqoj9bzhsbgvkjpd9hexzm1zw8n2isne,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qcqccw7zgllwtkunqxudcn8vqa2u79jfsp2up9d,mining_pool,,external,miner
bitcoin_mainnet,3nbzxer5mhzndrq3ntpqzwzs2mavngakca,mining_pool,,external,miner
bitcoin_mainnet,3nxd2y9vgfpj9ehvqd9zx7ptptansdu1g4,mining_pool,,external,miner
bitcoin_mainnet,16wqofrdwhftqpfdgahg48xnaqf9k6nnbo,mining_pool,,heuristic,miner
bitcoin_mainnet,3kqikmfwhjnbvzaqxdrd9ussguezwciwcc,mining_pool,,external,miner
bitcoin_mainnet,145y85yrxwxkcdnw9mejsdvmykq59dg9pj,mining_pool,,heuristic,miner
bitcoin_mainnet,1gitelmb9jphzxkyjmhrhw3sdxt9fackxx,mining_pool,,heuristic,miner
ethereum_mainnet,0xf64f9720cfcb59ca4f5f45e6fdb3f68b875b7295,mining_pool,,external,miner
bitcoin_mainnet,16zsjbzwgdgu8jydzs6sj54vxbnytygfin,mining_pool,poolin,external,miner
bitcoin_mainnet,1phcywidpevbptsycu1uqiysjuswvgmmqm,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1q3dthhelhvjun7pq9r59dec3eurgtky0tfmae2z,mining_pool,,external,miner
bitcoin_mainnet,3lbchjctsxnxs11schhx4rw2sbjakmfs32,mining_pool,,external,miner
bitcoin_mainnet,1e4h6zalwiyd9dspe8cdspzxzbrphkgnsz,mining_pool,,heuristic,miner
bitcoin_mainnet,1kazcrebfx9tukyyjxtuzpyrgtf5s9gwxg,mining_pool,,heuristic,miner
bitcoin_mainnet,3licqgxrctxagngsq1hfhwnvn6yuxmbdsx,mining_pool,,external,miner
bitcoin_mainnet,14flabapangrnb15va2v7sruen8sqq1fbh,mining_pool,,heuristic,miner
bitcoin_mainnet,16hnpgwfddjbwcr77jpsygiebtjuuwgng,mining_pool,poolin,external,miner
bitcoin_mainnet,bc1qt0la8uex4e88cpf4x3ekve5aajlp2lc99eczz9,mining_pool,,external,miner
bitcoin_mainnet,1cq9tfrqtbw1fpxyu9tfo1woqwtbp8kv5o,mining_pool,,heuristic,miner
bitcoin_mainnet,12ceq41itrsfxy82vmufhaae1hnf6whkyt,mining_pool,poolin,external,miner
bitcoin_mainnet,bc1qtw0zl6a5p56ev7zk28w5604plva5ql0sysn6l8,mining_pool,,external,miner
bitcoin_mainnet,bc1qa4h9w9mdwugtxt32a04pz07hs976c8x32a3uzs,mining_pool,,external,miner
bitcoin_mainnet,1ldimol3ahnaqacl8v4dszqurzjfcmtlwa,mining_pool,,heuristic,miner
bitcoin_mainnet,3j94y3lyvzdmdcf6rxuff2rusu35xjgqww,mining_pool,,external,miner
bitcoin_mainnet,16y2anwat2xqkvnvzptpcanjhhesrhahcp,mining_pool,,heuristic,miner
bitcoin_mainnet,1dzd1ldcuoo1vxywfja197xgzsa9e1ucpv,mining_pool,,heuristic,miner
bitcoin_mainnet,3bvmzdxqtbekxcnjyewyfftloxh5sre7az,mining_pool,,external,miner
bitcoin_mainnet,bc1q92y077wksdjkuwlaspqr2ehklctvmz6paa8fde,mining_pool,,external,miner
bitcoin_mainnet,bc1qmcksqz2vgk7q8xr0gud5tvejcudq0j8rzrzcza,mining_pool,,external,miner
bitcoin_mainnet,1bzhccrnelygvy5uwybh75smqwhpgjdvfk,mining_pool,poolin,external,miner
bitcoin_mainnet,1cwlwpna4ubpoutjypf2lcvbt12e4rrplv,mining_pool,,heuristic,miner
bitcoin_mainnet,32tauvxrcdv1x4pbvzowqmbnntafbkcbg7,mining_pool,,external,miner
ethereum_mainnet,0xcf6ce585cb4a78a6f96e6c8722927161a696f337,mining_pool,,external,miner
bitcoin_mainnet,1geahwhnwtwcwnduqxu2i5qlawzbatj8nn,mining_pool,,heuristic,miner
bitcoin_mainnet,12jm12t5ebartrwrhphtnvyzbak47ucuv8,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qp727sdrv4txzet8gusarwck6h6wq84zq5sm2dz,mining_pool,,external,miner
bitcoin_mainnet,bc1qdusvaptrkf7ydkmsva8ynsg92ztxknwkmdpzwf,mining_pool,,heuristic,miner
bitcoin_mainnet,3cte9r9i7r6qtuyujj876rjsb6zzqgpeap,mining_pool,,external,miner
ethereum_mainnet,0x26b3eea1cd34a4aff7ce828a5f71daac042d38e0,mining_pool,,external,miner
bitcoin_mainnet,3m3424wutcsw1lezhvxjtzlnvj4hi1dbi8,mining_pool,,external,miner
bitcoin_mainnet,1nv786o51iffexz4bvtv69jrzbqovtsqsq,mining_pool,,heuristic,miner
bitcoin_mainnet,1oc2ggr4rzqahwbg6hpkjj1xvxo59syeb,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qdn0emp7a7c7puyx97r849ptsl8l6m4d8sqgfje,mining_pool,,external,miner
bitcoin_mainnet,1gvn5wirgtqtq1cyqmlve2sprpb6potz1w,mining_pool,,heuristic,miner
bitcoin_mainnet,1myckwpwmmycmujjmn6v93ci6lwg6u1jw9,mining_pool,,heuristic,miner
bitcoin_mainnet,1nhbkqdjhgcvlcfkzr76l3nemym89zvdz6,mining_pool,,heuristic,miner
ethereum_mainnet,0x6d1d84363e342a099005423a1bc7e25a5b5ffbeb,mining_pool,,external,miner
bitcoin_mainnet,3elg2caavuvsmswo2no3l8dv4qmbtuvw4i,mining_pool,,external,miner
bitcoin_mainnet,bc1qldh5tscp7ssup6akv6096xldzj3kd7vrh3zxeh,mining_pool,,external,miner
bitcoin_mainnet,bc1qyq9xptstjrf2282wnlq6sw9u36jdkgg8353h5v,mining_pool,,external,miner
bitcoin_mainnet,bc1qycszsvxy92dcy79v3prtugcydcag44pez09egt,mining_pool,,external,miner
bitcoin_mainnet,bc1qnc6lwew3y2ncvzf3a6gfhee59cce98dey8x76q,mining_pool,,external,miner
bitcoin_mainnet,38ndbge7smaanbjac2bpp9bees2ktbvwvu,mining_pool,,external,miner
bitcoin_mainnet,34ygjkgm1ul9qsgxw29eyfuhuaq8t8mnuq,mining_pool,,external,miner
bitcoin_mainnet,35mgi7yyeelr3laetufxc4fmj4tr4zaqbc,mining_pool,,external,miner
bitcoin_mainnet,bc1qxq9wg7yfrgencuxtqzahhn7x2f60l77aycd08n,mining_pool,,external,miner
bitcoin_mainnet,bc1qxek9caj0maa28p5ta8w047mxvacxs73awswmvy,mining_pool,,external,miner
ethereum_mainnet,0xda466bf1ce3c69dbef918817305cf989a6353423,mining_pool,,external,miner
bitcoin_mainnet,31nord3mynbkbuttg59bfzweaspnkyzkg3,mining_pool,,external,miner
bitcoin_mainnet,bc1qhkx8sylqmnx5ml4h72eaen5m7ye9l0wuse4t3y,mining_pool,,external,miner
bitcoin_mainnet,3kpqref5ybee8buzn8boxbjhjztnvpugwq,mining_pool,,external,miner
bitcoin_mainnet,38zestr98syq5wb77rocqwdkeqvtg2ukxd,mining_pool,,external,miner
bitcoin_mainnet,bc1q5vxqk5cm4uk2lyjaamxmlvdxg4e4kf5kpyrg66,mining_pool,,external,miner
bitcoin_mainnet,bc1q4j5zy79nwgsd6lhkn8mqkdn0s784jpcny6s5lh,mining_pool,,external,miner
bitcoin_mainnet,bc1q7qwnwm858y3t3cfs6uejz44pzfzdrvp838h8gt,mining_pool,,external,miner
bitcoin_mainnet,3nighc2ahtcryklcuvjb3xbsjzjtvobrws,mining_pool,,external,miner
bitcoin_mainnet,bc1qvuezl772gzyefrkedtvmjtpgs7cm4ekkw5rt3r,mining_pool,,external,miner
bitcoin_mainnet,1gznzxnq37fgwcamwpwanwkmpzum2hty2t,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qfq8v5hx8emkz79y07rsh26zg5x074qvx02l6j9,mining_pool,,external,miner
ethereum_mainnet,0xe4bdced60430a90f31dba03524dd5d15a2670649,mining_pool,,external,miner
bitcoin_mainnet,bc1q3u5ruulnvfh23cp3wg8x0qxnkvqs6vcc6qlvje,mining_pool,,external,miner
ethereum_mainnet,0xd327a5ef64541cdd628b51b5814f914596124703,mining_pool,,external,miner
bitcoin_mainnet,15ya4zz9xkq7qgdmhlgdjqpvdjbsbrlrj5,mining_pool,poolin,external,miner
bitcoin_mainnet,1dlotxtpi8krzhqtasecwbjjvsrt8te4au,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qm546pf60vql5hv670tv5c9yu8pe2r5epwlfpth,mining_pool,,external,miner
bitcoin_mainnet,18uncbfmwf5c2cpwzjvc7jcppumbvtppll,mining_pool,,heuristic,miner
bitcoin_mainnet,39zdbxup1bf13omu8joqhawg6ijv8muqdb,mining_pool,,external,miner
bitcoin_mainnet,3jk8hhsaurcjrsuaxbjybp1mvs7blhdmea,mining_pool,,external,miner
bitcoin_mainnet,15tr9irxajrzlizszrmghbb6bpsryy17de,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qr2a06t6xuc54xvm80rnhrg9k9x0w2j3p4jwy5r,mining_pool,,external,miner
bitcoin_mainnet,bc1qxs2wtskshjjgtv25m9fh3f3kq3m6sen2t4lz2k,mining_pool,,external,miner
bitcoin_mainnet,35zpt51tsm1s9lu6atkdscrxylmwmdsfe7,mining_pool,,external,miner
bitcoin_mainnet,bc1qq7wkv2338d9rmvt6n848azn90q5q65ffgt920m,mining_pool,,external,miner
bitcoin_mainnet,37msl6jyins3ff3sfdsjnjqp3qieqy9851,mining_pool,,external,miner
bitcoin_mainnet,3lit8v3qcnzhxips8n839gg5a44wyruy5s,mining_pool,,external,miner
bitcoin_mainnet,bc1qgy4d0xfpmh9k6eg3v4xzt9wa6pj6wz0qwpfwsn,mining_pool,,external,miner
bitcoin_mainnet,1komzpgescor4rcwhmbemzc7jvdp5gqpir,mining_pool,poolin,external,miner
bitcoin_mainnet,1ljjnujtlnsqgvgvatpbqmuqqz1uvrax3w,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qpn679n6p7m757j7kv8tu34fgtlz4ln9pterspk,mining_pool,,external,miner
bitcoin_mainnet,bc1qn8thxk9ge0nsday0dl8ennljg3jhx478f07dwr,mining_pool,,external,miner
bitcoin_mainnet,1bjjjzk4oae3egeyqka156gnylxkpskmum,mining_pool,,heuristic,miner
bitcoin_mainnet,3djhqwyxnacxypnuttygsamqi2n8havtbc,mining_pool,,external,miner
bitcoin_mainnet,3jtpcgdkvj31icahge27swonwvubxuamqm,mining_pool,,external,miner
bitcoin_mainnet,bc1qqtrltpauafqvdhzyavhqgdym3vja40s3alrnsu,mining_pool,,external,miner
bitcoin_mainnet,37lvudvaeqk4mu76jcjjeghpoa4xxf2uv5,mining_pool,,external,miner
bitcoin_mainnet,3dcu6tsoqa5ykhgfyvjqnxt434p8rs6tnv,mining_pool,,external,miner
ethereum_mainnet,0x52e44f279f4203dcf680395379e5f9990a69f13c,mining_pool,,external,miner
bitcoin_mainnet,bc1qcjr4hcprv77d0hk5r73ns3tcggskh9w4u28zgc,mining_pool,,external,miner
bitcoin_mainnet,3m3fkgsx2ghor3ud8qoesapvfa6jpzqgxz,mining_pool,,external,miner
bitcoin_mainnet,1gyj2k1egn2cpkwprwtobocmlmmnuvxtay,mining_pool,,heuristic,miner
bitcoin_mainnet,1311ueacmutugefr57uhszrqu7bc9nyw4c,mining_pool,,heuristic,miner
bitcoin_mainnet,3ek6vededne44bor7yb9jnsgcqwgx3ynkz,mining_pool,,external,miner
bitcoin_mainnet,1muqpehevhw5sali86nf2vfiwipfhctkdr,mining_pool,,heuristic,miner
bitcoin_mainnet,1jqdf2gln5q1lvz9hbtzwwnevxkkbfqg9d,mining_pool,,heuristic,miner
bitcoin_mainnet,15zc8pthxshrhpzpmvm1sbvuqtyd8x9twl,mining_pool,,heuristic,miner
bitcoin_mainnet,1jsruacentlnlv8tvh5w66xrtyzb553hhb,mining_pool,,heuristic,miner
bitcoin_mainnet,1dhwg1ouga6srsvizpvbba5pulurncvs9,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1q5p3vsks3quxz5p5gx7xkn0cgj2zwktmlavkv82,mining_pool,,external,miner
bitcoin_mainnet,bc1q04krxtvmtqurar324g6z8jaj353p7teduhuxhu,mining_pool,,external,miner
bitcoin_mainnet,bc1qnqtxx7u03knnqvekmujmcltw5k5d5jlxm07j7x,mining_pool,,external,miner
bitcoin_mainnet,39s6fzyth5ahpkp2zwgkdd1dkjogthva1e,mining_pool,,external,miner
bitcoin_mainnet,bc1q6jgjgakz7t7gpl9pt5zhw9reg7c9wlc8l5gz9v,mining_pool,,external,miner
bitcoin_mainnet,18addp43ppxpvjp8tnypk3333fsyvptk5t,mining_pool,,heuristic,miner
bitcoin_mainnet,1dnsj2wzky61qhkjcxh7yi7ssqmrbgk9rh,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qklhem462qatkwuf9hwvl9jwz4s9wnnuf55sd6m,mining_pool,,external,miner
bitcoin_mainnet,3c8bexizocduwvckvohobwcczy9xlc5fgz,mining_pool,,external,miner
bitcoin_mainnet,18oxep8zb26ko4dwxfaqbvdngm9baj3dzh,mining_pool,poolin,external,miner
bitcoin_mainnet,3d4gecxusbgzf69gqjhsz6nfbcmdfpwjyw,mining_pool,,external,miner
bitcoin_mainnet,3finwwjvxtqa1ekjngkzhx8puhzhkbxuvo,mining_pool,,external,miner
bitcoin_mainnet,1k3j4lm5hzdpds3tpskxbermubzvutug36,mining_pool,,heuristic,miner
bitcoin_mainnet,14tgiavjhwtakvk9qfhatqsc121sakmyrs,mining_pool,,heuristic,miner
bitcoin_mainnet,3jr6ox2yj32gtuise5fzfhwf5eueaz88wl,mining_pool,,external,miner
bitcoin_mainnet,164mdgxizyf1jjdhx2ppz8chqvwy92brfn,mining_pool,,heuristic,miner
bitcoin_mainnet,3kmqtkphrqhkl4ndb5lwwtqrjyzcqndfqx,mining_pool,,external,miner
bitcoin_mainnet,bc1q6lzhy7w27yjdcc7evz395r6xa2w4p6xjuvrjcz,mining_pool,,external,miner
bitcoin_mainnet,132c6eohupniqw7xubyby6xqxi8nggc9vp,mining_pool,,heuristic,miner
bitcoin_mainnet,1ktqimqw45zndadeydz39yrycnzjuhkfpn,mining_pool,,heuristic,miner
bitcoin_mainnet,34iyyerfnue8utrhvpdupj2jmd5wy9tdlm,mining_pool,,external,miner
bitcoin_mainnet,3ankjuy8wpg6ymb1bvnotmnsluwds6ss5y,mining_pool,,external,miner
bitcoin_mainnet,bc1qqsttr46p723260wc56kxxj8hkjzaen0pk7l3s2,mining_pool,,external,miner
bitcoin_mainnet,bc1qrpen8awnmkjtdfhzwe9j27fzfetd939tl96jn0,mining_pool,,external,miner
bitcoin_mainnet,3cjwrdisaiybcrmvbrl7avt1u16hodqvd3,mining_pool,,external,miner
bitcoin_mainnet,1jjjwkvdmxrjbt9occz3ik62fyqarecipb,mining_pool,,heuristic,miner
bitcoin_mainnet,145naauwdem3wsvsnhpqwklc4f1ahpr1qt,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qr2xclkdm7mjkwljwkjd5gldrx2znguqk84qsqw,mining_pool,,external,miner
bitcoin_mainnet,bc1qqxwe7wjrc62kpnnrua8l39pnpkgtynhxqfp0hs,mining_pool,,external,miner
bitcoin_mainnet,3namvkjp82ao8wcszfpjmahanfz9ayfzov,mining_pool,,external,miner
bitcoin_mainnet,1n2o2tanguoqiartgdm3hte7atac9f5zdh,mining_pool,,heuristic,miner
bitcoin_mainnet,35myzamcepnzkxbgsauqwaecv1z9qnptus,mining_pool,,external,miner
bitcoin_mainnet,14nosx4pf4dvdwmuke9xeubxeczpgcw5aj,mining_pool,,heuristic,miner
bitcoin_mainnet,1j8fqfsqhy23ga34b1jelnfk2oecznzbu1,mining_pool,,heuristic,miner
bitcoin_mainnet,1a1ep6c1y1njugwj4rwy2zajitrmb41tb1,mining_pool,,heuristic,miner
bitcoin_mainnet,1cdpct8vou1scxxqgt16tckelvynjxnke5,mining_pool,poolin,external,miner
bitcoin_mainnet,12oaecwbb51atcacwpsz8kmz7juumf6d6s,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qska5klzxnn2kq28cx4uaagw2rrm74mnnuneuws,mining_pool,,external,miner
bitcoin_mainnet,37s9fp5smivipvcki5imchjvdzy2wdwycr,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qgpd5sztcg8u63xpgklfrpw9jtkk0r8aa90a42m,mining_pool,,external,miner
bitcoin_mainnet,3mhwle7cydmuvddeahdqbk5a1pxjwt3txr,mining_pool,,external,miner
bitcoin_mainnet,1aarufs6zsbcstggufqkxdugurp1aes7sx,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qhymtnsqzvxjnmyzsx8tv3agd262nsk25akedh6,mining_pool,,external,miner
bitcoin_mainnet,16pdurpivcvmrpz3mnhmmqkt9stf4xjm7j,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qhu7eud4pt0a7rrarq0vra9ul8wga6ynx23l765,mining_pool,,external,miner
bitcoin_mainnet,1kgtb4efrmvjvtc2lg41jy5olnp11cs6j1,mining_pool,,heuristic,miner
bitcoin_mainnet,18pngpscxtjqtl29ipgdg8aswwavujxmsn,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qzzny2qlwkaqstauplfhdx8ce4e8ksa47h0e3ad,mining_pool,,external,miner
bitcoin_mainnet,bc1qvwh7x2352t8gx8l5h5z3u7y7ekhmkfqxqlwds5,mining_pool,,external,miner
bitcoin_mainnet,1gspx3ticya9uqugvftngcxuryqyuf7apj,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qfl7krpy7thfjqjq5udd8cxschm2v7h0vmajhfd,mining_pool,,external,miner
bitcoin_mainnet,bc1qr62mskvcc2322p955z5236u35a6a04srchp03c,mining_pool,,external,miner
bitcoin_mainnet,bc1qzwhex3a9aahy995mcugs67adt92zhhdrjm0zy6,mining_pool,,external,miner
bitcoin_mainnet,32fmzlhgbu8x1kxtbcimcsbtmwkxyiw3ik,mining_pool,,external,miner
bitcoin_mainnet,1lpq5gh8qrru4knpifkram9pmvrnbbp9xj,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1q4tc67xkm7qha963mgt0usuf28hlw2dfk559wld,mining_pool,,external,miner
bitcoin_mainnet,1nxfgwhuuvdtwpvxf8s6czm1ynkmy4yn2f,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qjkm3mp68cd2q2fvcfduv34t49py5aew6qqaff9,mining_pool,,external,miner
bitcoin_mainnet,bc1qjca04h0u3ntv5qs47kh3l7kcjgf8pl2557kn9u,mining_pool,,external,miner
bitcoin_mainnet,3qea7wxwwn77jurdlnsormurebdiejo1nk,mining_pool,,external,miner
bitcoin_mainnet,bc1qgmdjm6v604k6x8navcsu77k4y0pv9g80mkh9dj,mining_pool,,external,miner
bitcoin_mainnet,bc1qhqzda0etyz0dg26493h7jfpd6m34kca7vvve55,mining_pool,,external,miner
bitcoin_mainnet,bc1qqjjlt3gsruufaly26rz0fkwhjtfwuklcrnj2dy,mining_pool,,external,miner
bitcoin_mainnet,33cn7tuvdwrwygfrau45ubsbgm9b9itky6,mining_pool,,external,miner
bitcoin_mainnet,bc1q8xypw9mf4att6lg4f6pry096fzqpetlw2gwkhj,mining_pool,,external,miner
bitcoin_mainnet,333dfbdk9ged5cxkdf4rnzhulxaaxaejqc,mining_pool,,external,miner
bitcoin_mainnet,15ak79wzqxnddvp3kqnsof4zxg3bh9tfaa,mining_pool,,heuristic,miner
bitcoin_mainnet,1gfxbzcrgfk5qhcwpmh7srgrmkrznurs7m,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1q9jf0h6mew9ugw7mx7cd702xdklc6nfmjjac48u,mining_pool,,external,miner
bitcoin_mainnet,bc1q4q22jcu9ck5d6z9tq5el2qjnt7ftwgu0nahmtn,mining_pool,,external,miner
bitcoin_mainnet,3kpjaqkkdzgu8q5xmj9vkvwyfuocjta4i9,mining_pool,,external,miner
ethereum_mainnet,0x002e08000acbbae2155fab7ac01929564949070d,mining_pool,,external,miner
bitcoin_mainnet,3mbungannx4jqrqdtl3cne2zeiuuxrj2we,mining_pool,,external,miner
bitcoin_mainnet,35wwkvd6zsbhtvckjueqtmh1jn6uziuwdf,mining_pool,,external,miner
bitcoin_mainnet,36uejpntkt9nzsuywn3dgkrfap39mnywqw,mining_pool,,external,miner
bitcoin_mainnet,3ccytvvf7fxya19gyomsr69db6x6xa6rw5,mining_pool,,external,miner
bitcoin_mainnet,3dgoxnhvfuzmxfkisrtdkbqbndhqsh9icu,mining_pool,,external,miner
bitcoin_mainnet,bc1qupdrfmwm545fj8hatd3za69876c79yeradn8vr,mining_pool,,heuristic,miner
bitcoin_mainnet,19tyb3ddh9pkdrkpgysjt5n4b2zdo8jwfn,mining_pool,,heuristic,miner
ethereum_mainnet,0x4c549990a7ef3fea8784406c1eecc98bf4211fa5,mining_pool,,external,miner
bitcoin_mainnet,31s61eaxijau1im1kwnbxhcpuhjawdf9w6,mining_pool,,external,miner
bitcoin_mainnet,14xfaxpshmiwytgbeqyukjurvebttxemut,mining_pool,poolin,external,miner
bitcoin_mainnet,3csrfeu79nceeve8nx6pkwaiftjaimga9n,mining_pool,,external,miner
bitcoin_mainnet,3cqmmirf2grmz7sq4nbgeg9zxckvg5nw1d,mining_pool,,external,miner
bitcoin_mainnet,31npure7eeqcoaczhnku2ujfgpgryp5ccv,mining_pool,,external,miner
bitcoin_mainnet,bc1qgm38d88kp4h7ka0w6me6lvv95ldt4uuyvq6xr7,mining_pool,,external,miner
bitcoin_mainnet,bc1q3ae679xshjmk37dq05w8s8nh7htskvhen2qgmr,mining_pool,,external,miner
bitcoin_mainnet,bc1q7y8sxhdgg6fhd4hkpekuuxnla654qr8e8mqmtp,mining_pool,,external,miner
bitcoin_mainnet,bc1qtysf7c2sf32k23pnaht5dntrwpjcwymuq2k0gd,mining_pool,,external,miner
ethereum_mainnet,0xa11ae3a981d50bcd4c9ff6732c1f815483475ff8,mining_pool,,external,miner
bitcoin_mainnet,1bvmm3btkvlsr7za2kxhxrkhy2hqrbcyfa,mining_pool,,heuristic,miner
bitcoin_mainnet,3jdu7z4l9urtb77b5dn96hck1sb8h6qmc9,mining_pool,,external,miner
ethereum_mainnet,0xd5bbb4264b70ca4f58c45d27b9d7e11190754a54,mining_pool,,external,miner
ethereum_mainnet,0x2a65aca4d5fc5b5c859090a6c34d164135398226,mining_pool,,external,miner
bitcoin_mainnet,3knlovpwxgzslxtcvnaqmw6gr489okujwo,mining_pool,,external,miner
bitcoin_mainnet,39mrjybgrdtekwahjbgadvy1cfsx95kjxw,mining_pool,,external,miner
bitcoin_mainnet,3nnn3bvaa9t7d3mbh1cnmxgd3cnemkfhjh,mining_pool,,external,miner
bitcoin_mainnet,15wpb6bzadcplwrb6s9p5eolmajjfmstvz,mining_pool,,heuristic,miner
bitcoin_mainnet,39tpsbtsyluqunz4ef3lvnxbx9lry7xwuz,mining_pool,,external,miner
bitcoin_mainnet,32q5ipqpynlmxcyp6ynvizmqzm8avlectx,mining_pool,,external,miner
bitcoin_mainnet,39gmsw7kzonnzezmsxkyuw5g5q9gayywjc,mining_pool,,external,miner
bitcoin_mainnet,bc1qty4m48hkxqxnfqghq465uytmv42x6ph7xyle6d,mining_pool,,external,miner
bitcoin_mainnet,3laeilr5tfb9hbabzj5d8jtgvgyramvk7s,mining_pool,,external,miner
bitcoin_mainnet,1q7owxinwskvfrxgba8jhbhzss4sa9bqec,mining_pool,,heuristic,miner
bitcoin_mainnet,bc1qfkjwj28ft2wpqq04nzjj2te7e3runk9gt9d4ql,mining_pool,,external,miner
ethereum_mainnet,0xaee98861388af1d6323b95f78adf3dda102a276c,mining_pool,,external,miner
bitcoin_mainnet,bc1q3uk2fckzj9qvk2u9t50appwey6706pywx4d9ju,mining_pool,,external,miner
bitcoin_mainnet,1hpadi2keg2cajbh1yjesbftngze1qbji2,mining_pool,,heuristic,miner
bitcoin_mainnet,39muyuwq4xgeitnjrhk969gcudefzdsqgt,mining_pool,,external,miner
bitcoin_mainnet,3m4eckkgafmcyhpqmnqsuhude3slmtkygj,mining_pool,,external,miner
bitcoin_mainnet,3pmhwecavk3erkrcet4kqpcs75yzjd5ere,mining_pool,,external,miner
bitcoin_mainnet,bc1qgfnmlg3e6qy93kf89sp4z7dq69uwqf8t6zwq6g,mining_pool,,heuristic,miner
bitcoin_mainnet,3howts3xwjf3ydffeytntulhmarobu7mba,mining_pool,,external,miner
bitcoin_mainnet,33zkoi2p2vzjfontj46qab73c9cj3mpgt4,mining_pool,,external,miner
ethereum_mainnet,0xcf0e04cc0b8fcd66f42679bce42bf2569f438234,mining_pool,,external,miner
bitcoin_mainnet,165hxudfa4qv3ncndo4fcexgndfaz6ocik,mining_pool,,heuristic,miner
ethereum_mainnet,0x3ecef08d0e2dad803847e052249bb4f8bff2d5bb,mining_pool,,external,miner
bitcoin_mainnet,bc1qu48fhzt8afsahne87a7r26jazsr592jmleureh,mining_pool,,external,miner
bitcoin_mainnet,3ghqoqmew1vs35wucdrqpxtqtxrlgaqpqm,mining_pool,,external,miner
bitcoin_mainnet,1d8oqrpstiudrmpwbvshbbnu5ndnryryl1,mining_pool,,heuristic,miner
bitcoin_mainnet,1gfewum4zgvqpunm2eakd9jfm8zvddkwhy,mining_pool,,heuristic,miner
bitcoin_mainnet,1bf187uzftyr5grmy81vq4k1hbbnk1nucn,mining_pool,poolin,external,miner
bitcoin_mainnet,bc1qx675sf4yz3unqt72t24cl6cjr0uv83ej64xm50,mining_pool,,external,miner
bitcoin_mainnet,33vmjw3cfypzjxl86axmvexhoanzsqs4hc,mining_pool,,external,miner
bitcoin_mainnet,bc1qd3hdg5q73laj5q9078p9grt4vtwljpxrz2ywda,mining_pool,,external,miner
ethereum_mainnet,0xa42af2c70d316684e57aefcc6e393fecb1c7e84e,mining_pool,,external,miner
bitcoin_mainnet,3afke9bfle92g5oqwkjkxabzypqkym4tbq,mining_pool,,external,miner
bitcoin_mainnet,34tzolahxzw5gpuhqoxqneuufjpwt8jhsb,mining_pool,,external,miner
bitcoin_mainnet,1ftw8fdmgchtfww2dsnjntjemue2qh7afw,mining_pool,,heuristic,miner
bitcoin_mainnet,1gsnp5iak22dxldvebc9rm9x5uf869qvxj,mining_pool,,heuristic,miner
bitcoin_mainnet,1gwyohhcnqx2zgrruf1f247gkivwqqmzsl,mining_pool,,heuristic,miner
bitcoin_mainnet,1cnui2jp6phw21umnyscfbfsoavoxuzivs,mining_pool,,heuristic,miner
ethereum_mainnet,0x7a1458f33122080819a2483f2a16034cd8cb0b95,mining_pool,,external,miner
bitcoin_mainnet,3kvmu9geobfkkshl4hkgfqxkaacaujbjen,mining_pool,,external,miner
bitcoin_mainnet,bc1qrz2n66uukc8l6g5lyklr5d7vg7kc5pm6f5cuyp,mining_pool,,external,miner
bitcoin_mainnet,1bikynrlczsvapiocmcacaf9hd2yxdguco,mining_pool,,heuristic,miner
ethereum_mainnet,0x8d35067233605bef6069191ae0922d134ff80d48,mining_pool,,external,miner
bitcoin_mainnet,38y4ps9pwtaeg8vkqncuphpnbym4z3fbw6,mining_pool,,external,miner
